Versenyszám,Nem,Év,Helyezés,Név,Futó_név,Klub,Eredmény_sec
1500 m,M,2005,3,Doma Csaba VEDAC,Doma Csaba,VEDAC,237.96
1500 m,M,2006,1,Bene Barnabás PFK,Bene Barnabás,PFK,225.54
1500 m,M,2006,2,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,226.59
1500 m,M,2006,3,Csillag Balázs AC Szekszárd,Csillag Balázs,AC Szekszárd,226.97
1500 m,M,2007,1,Csillag Balázs AC Szekszárd,Csillag Balázs,AC Szekszárd,227.76
1500 m,M,2007,2,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,229.08
1500 m,M,2007,3,Sántavy Zoltán Pécsi FK,Sántavy Zoltán,Pécsi FK,230.45
1500 m,M,2008,1,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,222.67
1500 m,M,2008,2,Csillag Balázs AC Szekszárd,Csillag Balázs,AC Szekszárd,230.93
1500 m,M,2008,3,Sántavy Zoltán Pécsi FK,Sántavy Zoltán,Pécsi FK,234.61
1500 m,M,2009,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,231.32
1500 m,M,2009,2,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,231.77
1500 m,M,2009,3,Kállay Dániel VEDAC,Kállay Dániel,VEDAC,232.78
1500 m,M,2010,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,246.11
1500 m,M,2010,2,Gregor László Békéscsabai AC,Gregor László,Békéscsabai AC,246.86
1500 m,M,2010,3,Wagner Gábor Ikarus BSE,Wagner Gábor,Ikarus BSE,248.44
1500 m,M,2011,1,Szemeti Péter Újpesti TE,Szemeti Péter,Újpesti TE,228.08
1500 m,M,2011,2,Tábor Miklós Békéscsabai AC,Tábor Miklós,Békéscsabai AC,229.57
1500 m,M,2011,3,Kállay Dániel VEDAC,Kállay Dániel,VEDAC,229.6
1500 m,M,2013,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,226.67
1500 m,M,2013,2,Szemeti Péter Pécsi VSK,Szemeti Péter,Pécsi VSK,226.93
1500 m,M,2013,3,Bene Barnabás Pécsi VSK,Bene Barnabás,Pécsi VSK,228.45
1500 m,M,2014,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,232.49
1500 m,M,2014,2,Gregor László Békéscsabai AC,Gregor László,Békéscsabai AC,232.62
1500 m,M,2014,3,Bene Barnabás Pécsi VSK,Bene Barnabás,Pécsi VSK,233.84
1500 m,M,2015,1,Gregor László Békéscsabai AC,Gregor László,Békéscsabai AC,227.17
1500 m,M,2015,2,Kovács Benjámin Újpesti TE,Kovács Benjámin,Újpesti TE,227.17
1500 m,M,2015,3,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,227.81
1500 m,M,2016,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,220.93
1500 m,M,2016,2,Kovács Benjámin Újpesti TE,Kovács Benjámin,Újpesti TE,221.27
1500 m,M,2016,3,Gregor László Békéscsabai AC,Gregor László,Békéscsabai AC,225.07
1500 m,M,2017,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,233.32
1500 m,M,2017,2,Kovács Benjámin Bp. Honvéd,Kovács Benjámin,Bp. Honvéd,233.7
1500 m,M,2017,3,Vindics Balázs Bp. Honvéd,Vindics Balázs,Bp. Honvéd,233.83
1500 m,M,2018,1,Kazi Tamás Debreceni SC-SI,Kazi Tamás,Debreceni SC-SI,229.18
1500 m,M,2018,2,Kovács Benjámin Bp. Honvéd,Kovács Benjámin,Bp. Honvéd,230.57
1500 m,M,2018,3,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,232.46
1500 m,M,2019,1,Vindics Balázs Újpesti TE,Vindics Balázs,Újpesti TE,231.7
1500 m,M,2019,2,Kovács Marcell Bp. Honvéd,Kovács Marcell,Bp. Honvéd,232.37
1500 m,M,2019,3,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,232.92
1500 m,M,2020,1,Szögi István Sportolj Velünk SE,Szögi István,Sportolj Velünk SE,234.67
1500 m,M,2020,2,Pápai Márton Gödöllői EAC,Pápai Márton,Gödöllői EAC,235.13
1500 m,M,2020,3,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,235.19
1500 m,M,2021,1,Szögi István Sportolj Velünk SE,Szögi István,Sportolj Velünk SE,220.38
1500 m,M,2021,2,Pápai Márton Gödöllői EAC,Pápai Márton,Gödöllői EAC,221.07
1500 m,M,2021,3,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,227.29
1500 m,M,2022,1,Palkovits István Kecskeméti ARC,Palkovits István,Kecskeméti ARC,219.35
1500 m,M,2022,2,Szögi István Sportolj Velünk SE,Szögi István,Sportolj Velünk SE,220.15
1500 m,M,2022,3,Kiss Gergő Sportolj Velünk SE,Kiss Gergő,Sportolj Velünk SE,220.61
1500 m,M,2023,1,Kiss Gergő Xavér Sportolj Velünk SE,Kiss Gergő,Xavér Sportolj Velünk SE,219.05
1500 m,M,2023,2,Szögi István Sportolj Velünk SE,Szögi István,Sportolj Velünk SE,219.16
1500 m,M,2023,3,Vörös Márk KSI,Vörös Márk,KSI,220.14
1500 m,M,2024,1,Kovács Ferenc Soma Sportolj Velünk SE,Kovács Ferenc,Soma Sportolj Velünk SE,227.17
1500 m,M,2024,2,Szögi István Sportolj Velünk SE,Szögi István,Sportolj Velünk SE,227.72
1500 m,M,2024,3,Szirbek Albert Sportolj Velünk SE,Szirbek Albert,Sportolj Velünk SE,229.05
1500 m,M,2025,1,Szinte Bálint Újpesti TE,Szinte Bálint,Újpesti TE,222.74
1500 m,M,2025,2,Szirbek Albert Sportolj Velünk,Szirbek Albert,Sportolj Velünk,224.39
1500 m,M,2025,3,Szögi István MTK Budapest,Szögi István,MTK Budapest,226.07
1500 m,W,1968,1,Kazi Olga Bp. Honvéd,Kazi Olga,Bp. Honvéd,269.8
1500 m,W,1968,2,Bátori Istvánné Bp. Vasas,Bátori Istvánné,Bp. Vasas,270.4
1500 m,W,1968,3,Zsilák Ilona Békéscsabai Dózsa,Zsilák Ilona,Békéscsabai Dózsa,271.5
1500 m,W,1969,1,Völgyi Zsuzsa Bp. MEDOSZ,Völgyi Zsuzsa,Bp. MEDOSZ,270.8
1500 m,W,1969,2,Zsilák Ilona Békéscsabai Dózsa,Zsilák Ilona,Békéscsabai Dózsa,271.9
1500 m,W,1969,3,Budavári Mária Bp. Honvéd,Budavári Mária,Bp. Honvéd,280.8
1500 m,W,1970,1,Szenteleki Sára Bp. Építők,Szenteleki Sára,Bp. Építők,263.1
1500 m,W,1970,2,Kulcsár Magdolna Bp. Vasas,Kulcsár Magdolna,Bp. Vasas,266.2
1500 m,W,1970,3,Budavári Mária Bp. Honvéd,Budavári Mária,Bp. Honvéd,268.7
1500 m,W,1971,1,Szenteleki Sára Bp. Építők,Szenteleki Sára,Bp. Építők,261.6
1500 m,W,1971,2,Kulcsár Magdolna Bp. Vasas,Kulcsár Magdolna,Bp. Vasas,263.3
1500 m,W,1971,3,Völgyi Zsuzsa Bp. Medosz,Völgyi Zsuzsa,Bp. Medosz,264.4
1500 m,W,1972,1,Szenteleki Sára Bp. Építők,Szenteleki Sára,Bp. Építők,257.7
1500 m,W,1972,2,Zsilák Ilona Békéscsabai Előre,Zsilák Ilona,Békéscsabai Előre,258.2
1500 m,W,1972,3,Völgyi Zsuzsa Bp. Medosz,Völgyi Zsuzsa,Bp. Medosz,261.6
1500 m,W,1973,1,Velekei Márta Bp. Építők,Velekei Márta,Bp. Építők,255.0
1500 m,W,1973,2,Kulcsár Magdolna Bp. Vasas,Kulcsár Magdolna,Bp. Vasas,255.4
1500 m,W,1973,3,Völgyi Zsuzsa Bp. MEDOSZ,Völgyi Zsuzsa,Bp. MEDOSZ,257.3
1500 m,W,1974,1,Völgyi Zsuzsa Bp. MEDOSZ,Völgyi Zsuzsa,Bp. MEDOSZ,258.5
1500 m,W,1974,2,Horváth Janka Haladás VSE,Horváth Janka,Haladás VSE,262.1
1500 m,W,1974,3,Hepp Györgyné Szekszárdi Dózsa,Hepp Györgyné,Szekszárdi Dózsa,262.6
1500 m,W,1975,1,Lázár Magdolna Debreceni EAC,Lázár Magdolna,Debreceni EAC,258.0
1500 m,W,1975,2,Lipcsei Irén Debreceni MTE,Lipcsei Irén,Debreceni MTE,258.8
1500 m,W,1975,3,Csipán Borbála Bp. Honvéd,Csipán Borbála,Bp. Honvéd,258.8
1500 m,W,1976,1,Lázár Magdolna Debreceni EAC,Lázár Magdolna,Debreceni EAC,258.9
1500 m,W,1976,2,Völgyi Zsuzsa Ferencvárosi TC,Völgyi Zsuzsa,Ferencvárosi TC,259.4
1500 m,W,1976,3,Szenteleki Sára Bp. Építők,Szenteleki Sára,Bp. Építők,261.0
1500 m,W,1977,1,Lázár Magdolna Debreceni EAC,Lázár Magdolna,Debreceni EAC,259.2
1500 m,W,1977,2,Völgyi Zsuzsa Ferencvárosi TC,Völgyi Zsuzsa,Ferencvárosi TC,259.7
1500 m,W,1977,3,Babinyecz Józsefné Csepel SC,Babinyecz Józsefné,Csepel SC,262.0
1500 m,W,1978,1,Lázár Magdolna Debreceni MTE,Lázár Magdolna,Debreceni MTE,251.1
1500 m,W,1978,2,Lipcsei Irén Debreceni MTE,Lipcsei Irén,Debreceni MTE,252.6
1500 m,W,1978,3,Jakab Erzsébet Bp. Honvéd,Jakab Erzsébet,Bp. Honvéd,256.0
1500 m,W,1979,1,Lipcsei Irén Debreceni MVSC,Lipcsei Irén,Debreceni MVSC,255.1
1500 m,W,1979,2,Horváth Janka Haladás,Horváth Janka,Haladás,258.3
1500 m,W,1979,3,Lázár Magdolna Debreceni MVSC,Lázár Magdolna,Debreceni MVSC,258.8
1500 m,W,1980,1,Koleszár Éva Nyíregyházi VSSC,Koleszár Éva,Nyíregyházi VSSC,252.2
1500 m,W,1980,2,Lipcsei Irén Debreceni MVSC,Lipcsei Irén,Debreceni MVSC,256.6
1500 m,W,1980,3,Jakab Erzsébet Bp. Honvéd,Jakab Erzsébet,Bp. Honvéd,257.4
1500 m,W,1981,1,Wéninger Katalin Tatabányai Bányász,Wéninger Katalin,Tatabányai Bányász,251.79
1500 m,W,1981,2,Horváth Janka Haladás,Horváth Janka,Haladás,253.27
1500 m,W,1981,3,Jakab Erzsébet Győri Dózsa,Jakab Erzsébet,Győri Dózsa,253.66
1500 m,W,1982,1,Wéninger Katalin Tatabányai Bányász,Wéninger Katalin,Tatabányai Bányász,256.5
1500 m,W,1982,2,Jankó Ilona Ajkai Alumínium,Jankó Ilona,Ajkai Alumínium,257.41
1500 m,W,1982,3,Péley Bernadett Pécsi MSC,Péley Bernadett,Pécsi MSC,258.31
1500 m,W,1983,1,Szalai Katalin Tatabányai Bányász,Szalai Katalin,Tatabányai Bányász,257.89
1500 m,W,1983,2,Horváth Janka Haladás,Horváth Janka,Haladás,259.51
1500 m,W,1983,3,Ágoston Zita Dunaújvárosi Kohász,Ágoston Zita,Dunaújvárosi Kohász,259.55
1500 m,W,1984,1,Szalai Katalin Tatabányai Bányász,Szalai Katalin,Tatabányai Bányász,257.47
1500 m,W,1984,2,Ágoson Zita Dunaújvárosi Kohász,Ágoston Zita,Dunaújvárosi Kohász,258.96
1500 m,W,1984,3,Király Anikó Vasas SC,Király Anikó,Vasas SC,259.88
1500 m,W,1985,1,Fazekas Erika Diósgyőri VTK,Fazekas Erika,Diósgyőri VTK,259.59
1500 m,W,1985,2,Ágoston Zita Dunaújvárosi Kohász,Ágoston Zita,Dunaújvárosi Kohász,262.91
1500 m,W,1985,3,Bugya Mariann Bp. Honvéd,Bugya Mariann,Bp. Honvéd,264.1
1500 m,W,1986,1,Rácz Katalin Újpesti Dózsa,Rácz Katalin,Újpesti Dózsa,256.51
1500 m,W,1986,2,Ágoston Zita Dunaújvárosi Kohász,Ágoston Zita,Dunaújvárosi Kohász,257.74
1500 m,W,1986,3,Szabó Bp. Honvéd,Szabó Bp.,Honvéd,257.75
1500 m,W,1987,1,Rácz Katalin Újpesti Dózsa,Rácz Katalin,Újpesti Dózsa,268.44
1500 m,W,1987,2,Barócsi Heléna Újpesti Dózsa,Barócsi Heléna,Újpesti Dózsa,269.88
1500 m,W,1987,3,Horváth BVSC,Horváth BVSC,,270.85
1500 m,W,1988,1,Rácz Katalin Újpesti Dózsa,Rácz Katalin,Újpesti Dózsa,252.14
1500 m,W,1988,2,Ágoston Zita Bp. Honvéd,Ágoston Zita,Bp. Honvéd,254.89
1500 m,W,1988,3,Barócsi Heléna Újpesti Dózsa,Barócsi Heléna,Újpesti Dózsa,257.05
1500 m,W,1989,3,Barócsi Heléna Újpesti Dózsa,Barócsi Heléna,Újpesti Dózsa,254.46
1500 m,W,1990,1,Wéninger Katalin Videoton,Wéninger Katalin,Videoton,252.22
1500 m,W,1990,2,Ágoston Zita Bp. Honvéd,Ágoston Zita,Bp. Honvéd,254.08
1500 m,W,1990,3,Dóczi Éva Veszprémi EDAC,Dóczi Éva,Veszprémi EDAC,254.46
1500 m,W,1991,1,Wéninger Katalin Videoton,Wéninger Katalin,Videoton,263.37
1500 m,W,1991,2,Rácz Katalin Újpesti TE,Rácz Katalin,Újpesti TE,264.48
1500 m,W,1991,3,Dóczi VEDAC,Dóczi Éva,VEDAC,264.9
1500 m,W,1992,1,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,262.96
1500 m,W,1992,2,Rácz Katalin Újpesti TE,Rácz Katalin,Újpesti TE,264.12
1500 m,W,1992,3,Véninger Katalin Videoton,Véninger Katalin,Videoton,264.38
1500 m,W,1993,1,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,265.75
1500 m,W,1993,2,Barta Viktória Csepel,Barta Viktória,Csepel,267.04
1500 m,W,1993,3,Javos Anikó Videoton,Javos Anikó,Videoton,267.65
1500 m,W,1994,1,Javos Anikó Újpesti TE,Javos Anikó,Újpesti TE,256.11
1500 m,W,1994,2,Bartha Viktória Csepel,Bartha Viktória,Csepel,259.27
1500 m,W,1994,3,Rácz Katalin Bp. Honvéd,Rácz Katalin,Bp. Honvéd,260.25
1500 m,W,1995,1,Barta Viktória Csepel,Barta Viktória,Csepel,260.31
1500 m,W,1995,2,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,260.35
1500 m,W,1995,3,Javos Anikó Újpesti TE,Javos Anikó,Újpesti TE,261.66
1500 m,W,1996,1,Tusai Brigitta Bp. Honvéd,Tusai Brigitta,Bp. Honvéd,266.38
1500 m,W,1996,2,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,266.58
1500 m,W,1996,3,Barta Viktória Kaposvári Építők,Barta Viktória,Kaposvári Építők,266.6
1500 m,W,1997,1,Tusai Brigitta Bp. Honvéd,Tusai Brigitta,Bp. Honvéd,264.14
1500 m,W,1997,2,Csendes Ildikó Békéscsabai AC,Csendes Ildikó,Békéscsabai AC,267.24
1500 m,W,1997,3,Barta Viktória Kaposvári Építők,Barta Viktória,Kaposvári Építők,269.88
1500 m,W,1998,1,Tusai Brigitta Bp. Honvéd,Tusai Brigitta,Bp. Honvéd,267.22
1500 m,W,1998,2,Csizi Réka Kaposvári Építők,Csizi Réka,Kaposvári Építők,267.53
1500 m,W,1998,3,Tóth Lívia VEDAC,Tóth Lívia,VEDAC,275.14
1500 m,W,1999,1,Tusai Brigitta Bp. Honvéd,Tusai Brigitta,Bp. Honvéd,262.51
1500 m,W,1999,2,Csizi Réka Kaposvári Építők,Csizi Réka,Kaposvári Építők,262.76
1500 m,W,1999,3,Csendes Ildikó Békéscsabai AC,Csendes Ildikó,Békéscsabai AC,263.35
1500 m,W,2000,1,Csomor Erika BVSC,Csomor Erika,BVSC,263.31
1500 m,W,2000,2,Tóth Lívia VEDAC,Tóth Lívia,VEDAC,263.41
1500 m,W,2000,3,Csendes Ildikó Békéscsabai AC,Csendes Ildikó,Békéscsabai AC,264.07
1500 m,W,2001,1,Tóth Lívia VEDAC,Tóth Lívia,VEDAC,267.65
1500 m,W,2001,2,Staicu Simona BVSC,Staicu Simona,BVSC,268.49
1500 m,W,2001,3,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,268.94
1500 m,W,2002,1,Tóth Lívia VEDAC,Tóth Lívia,VEDAC,257.09
1500 m,W,2002,2,Mészáros Krisztina MAC-Népstadion,Mészáros Krisztina,MAC-Népstadion,262.9
1500 m,W,2002,3,Mezei Zita Debreceni AK,Mezei Zita,Debreceni AK,265.7
1500 m,W,2003,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,261.13
1500 m,W,2003,2,Kroneraff Ágnes Pécsi VSK,Kroneraff Ágnes,Pécsi VSK,264.25
1500 m,W,2003,3,Nagy Viktória MAC-Népstadion,Nagy Viktória,MAC-Népstadion,271.15
1500 m,W,2004,1,Tóth Lívia VEDAC,Tóth Lívia,VEDAC,261.52
1500 m,W,2004,2,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,266.71
1500 m,W,2004,3,Erdélyi Eszter Újpesti TE,Erdélyi Eszter,Újpesti TE,273.24
1500 m,W,2005,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,252.26
1500 m,W,2005,2,Papp Gabriella Nyíregyházi VSC,Papp Gabriella,Nyíregyházi VSC,267.38
1500 m,W,2005,3,Szabóné Csendes Ildikó Békéscsabai AC,Szabóné Csendes Ildikó,Békéscsabai AC,269.06
1500 m,W,2006,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,253.27
1500 m,W,2006,2,Bozzay Boglárka VEDAC,Bozzay Boglárka,VEDAC,271.7
1500 m,W,2006,3,Staicu Simona MISI SC,Staicu Simona,MISI SC,272.73
1500 m,W,2007,1,Erdélyi Zsófia Gödöllői EAC,Erdélyi Zsófia,Gödöllői EAC,265.91
1500 m,W,2007,2,Badis Anissa Zsófia VEDAC,Badis Anissa Zsófia,VEDAC,268.77
1500 m,W,2007,3,Kis Zsanett Újpesti TE,Kis Zsanett,Újpesti TE,273.56
1500 m,W,2008,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,265.89
1500 m,W,2008,2,Kácser Krisztina Pécsi FK,Kácser Krisztina,Pécsi FK,271.31
1500 m,W,2008,3,Nagy Mónika VEDAC,Nagy Mónika,VEDAC,272.96
1500 m,W,2009,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,256.25
1500 m,W,2009,2,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,264.03
1500 m,W,2009,3,Erdélyi Zsófia Gödöllői EAC,Erdélyi Zsófia,Gödöllői EAC,264.82
1500 m,W,2010,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,262.69
1500 m,W,2010,2,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,269.57
1500 m,W,2010,3,Biacsi Ilona Szegedi VSE,Biacsi Ilona,Szegedi VSE,274.91
1500 m,W,2011,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,259.55
1500 m,W,2011,2,Kenesei Zsanett BEAC,Kenesei Zsanett,BEAC,267.18
1500 m,W,2011,3,Kácser Zita Szolnoki MÁV,Kácser Zita,Szolnoki MÁV,270.17
1500 m,W,2012,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,257.61
1500 m,W,2012,2,Kenesei Zsanett BEAC,Kenesei Zsanett,BEAC,261.49
1500 m,W,2012,3,Bozzay Boglárka VEDAC,Bozzay Boglárka,VEDAC,264.61
1500 m,W,2013,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,257.24
1500 m,W,2013,2,Kenesei Zsanett BEAC,Kenesei Zsanett,BEAC,267.95
1500 m,W,2013,3,Kószás Kriszta Bercsényi DSE,Kószás Kriszta,Bercsényi DSE,274.63
1500 m,W,2014,1,Kenesei Zsanett BEAC,Kenesei Zsanett,BEAC,263.6
1500 m,W,2014,2,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,263.85
1500 m,W,2014,3,Kácser Zita Békéscsabai AC,Kácser Zita,Békéscsabai AC,271.32
1500 m,W,2015,1,Kenesei Zsanett BEAC,Kenesei Zsanett,BEAC,265.5
1500 m,W,2015,2,Kácser Zita Békéscsabai AC,Kácser Zita,Békéscsabai AC,266.02
1500 m,W,2015,3,Balog Evelin BEAC,Balog Evelin,BEAC,277.82
1500 m,W,2016,1,Kószás Kriszta Győri AC,Kószás Kriszta,Győri AC,268.7
1500 m,W,2016,2,Tóth Lili Anna Dombóvári Vasutas,Tóth Lili Anna,Dombóvári Vasutas,268.88
1500 m,W,2016,3,Böhm Lilla KSI,Böhm Lilla,KSI,272.89
1500 m,W,2017,1,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,253.52
1500 m,W,2017,2,Kácser Zita Debreceni SC-SI,Kácser Zita,Debreceni SC-SI,258.37
1500 m,W,2017,3,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,259.03
1500 m,W,2018,1,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,256.62
1500 m,W,2018,2,Kószás Kriszta Tatabányai SC,Kószás Kriszta,Tatabányai SC,263.31
1500 m,W,2018,3,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,263.68
1500 m,W,2019,1,Kószás Kriszta Tatabányai SC,Kószás Kriszta,Tatabányai SC,270.82
1500 m,W,2019,2,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,272.29
1500 m,W,2019,3,Novák Natália Békéscsabai AC,Novák Natália,Békéscsabai AC,275.63
1500 m,W,2020,1,Wagner-Gyürkés Viktória Ikarus BSE,Wagner-Gyürkés Viktória,Ikarus BSE,255.92
1500 m,W,2020,2,Varga Gréta Sportolj Velünk SE,Varga Gréta,Sportolj Velünk SE,268.38
1500 m,W,2020,3,Ohn Kinga BEAC,Ohn Kinga,BEAC,271.77
1500 m,W,2021,1,Varga Gréta Sportolj Velünk SE,Varga Gréta,Sportolj Velünk SE,256.21
1500 m,W,2021,2,Urbán Zita Bp. Honvéd,Urbán Zita,Bp. Honvéd,261.92
1500 m,W,2021,3,K. Szabó Gabriella Debreceni SC-SI,K. Szabó Gabriella,Debreceni SC-SI,264.21
1500 m,W,2022,1,Wagner-Gyürkés Viktória Ikarus BSE,Wagner-Gyürkés Viktória,Ikarus BSE,250.73
1500 m,W,2022,2,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,257.58
1500 m,W,2022,3,Varga Gréta Sportolj Velünk SE,Varga Gréta,Sportolj Velünk SE,261.69
1500 m,W,2023,1,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,251.03
1500 m,W,2023,2,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,253.88
1500 m,W,2023,3,Farkas-Ohn Kinga BEAC,Farkas-Ohn Kinga,BEAC,259.98
1500 m,W,2024,1,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,254.98
1500 m,W,2024,2,Muszil Ágnes Zalaegerszegi AC,Muszil Ágnes,Zalaegerszegi AC,260.96
1500 m,W,2024,3,Derdák Sára Sportolj Velünk SE,Derdák Sára,Sportolj Velünk SE,265.76
1500 m,W,2025,1,Varga Gréta Sportolj Velünk SE,Varga Gréta,Sportolj Velünk SE,260.74
1500 m,W,2025,2,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,262.33
1500 m,W,2025,3,Dugasz Emese Bp. Honvéd,Dugasz Emese,Bp. Honvéd,263.75
200 m,M,1945,1,Csányi György Újpesti TE,Csányi György,Újpesti TE,23.1
200 m,M,1945,2,Márton Gyula Szegedi-Tisza VSE,Márton Gyula,Szegedi-Tisza VSE,23.5
200 m,M,1945,3,Hegyesi Antal Újpesti TE,Hegyesi Antal,Újpesti TE,23.7
200 m,M,1946,1,Tima Ferenc Szegedi EAC,Tima Ferenc,Szegedi EAC,22.0
200 m,M,1946,2,Bartha László Vasas SC,Bartha László,Vasas SC,22.4
200 m,M,1946,3,Mindszenty János Kereskedelmi Alkalmazottak OE,Mindszenty János,Kereskedelmi Alkalmazottak OE,22.9
200 m,M,1947,1,Goldoványi Béla MAFC,Goldoványi Béla,MAFC,22.0
200 m,M,1947,2,Csányi György Újpesti TE,Csányi György,Újpesti TE,22.2
200 m,M,1947,3,Hegyesi Antal Kereskedelmi Alkalmazottak OE,Hegyesi Antal,Kereskedelmi Alkalmazottak OE,22.4
200 m,M,1948,1,Solymosy Egon Pécsi VSK,Solymosi Egon,Pécsi VSK,22.1
200 m,M,1948,2,Csányi György Újpesti TE,Csányi György,Újpesti TE,22.3
200 m,M,1948,3,Tima Ferenc Bp. Vasas,Tima Ferenc,Bp. Vasas,22.4
200 m,M,1949,1,Csányi György Újpesti TE,Csányi György,Újpesti TE,22.2
200 m,M,1949,2,Szebeni Ottó MTK,Szebeni Ottó,MTK,22.3
200 m,M,1949,3,Bánhalmi Ferenc MPSC,Bánhalmi Ferenc,MPSC,22.4
200 m,M,1950,1,Szebeni Ottó Textiles,Szebeni Ottó,Textiles,20.9
200 m,M,1950,2,Goldoványi Béla Bp. Dózsa,Goldoványi Béla,Bp. Dózsa,21.0
200 m,M,1950,3,Csányi György Bp. Dózsa,Csányi György,Bp. Dózsa,21.2
200 m,M,1951,1,Adamik Zoltán Budapest,Adamik Zoltán,Budapest,22.2
200 m,M,1951,2,Bánhalmi Ferenc Budapest,Bánhalmi Ferenc,Budapest,22.3
200 m,M,1951,3,Karádi Péter Budapest,Karádi Péter,Budapest,22.4
200 m,M,1952,1,Goldoványi Béla Dózsa SE,Goldoványi Béla,Dózsa SE,21.7
200 m,M,1952,2,Varasdi Géza SZOT I.,Varasdi Géza,SZOT I.,21.9
200 m,M,1952,3,Karádi Péter Bástya SE,Karádi Péter,Bástya SE,22.0
200 m,M,1953,1,Goldoványi Béla Budapest,Goldoványi Béla,Budapest,21.6
200 m,M,1953,2,Bánhalmi Ferenc Budapest,Bánhalmi Ferenc,Budapest,21.8
200 m,M,1953,3,Varasdi Géza Budapest,Varasdi Géza,Budapest,22.0
200 m,M,1954,1,Goldoványi Béla Dózsa SE,Goldoványi Béla,Dózsa SE,21.3
200 m,M,1954,2,Varasdi Géza Vasas,Varasdi Géza,Vasas,22.0
200 m,M,1954,3,Zarándi László Haladás,Zarándi László,Haladás,22.1
200 m,M,1955,1,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,21.3
200 m,M,1955,2,Senkei József Bp. Honvéd,Senkei József,Bp. Honvéd,21.8
200 m,M,1955,3,Sebestyén Tamás Bp. Haladás,Sebestyén Tamás,Bp. Haladás,21.9
200 m,M,1956,1,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,21.4
200 m,M,1956,2,Varasdi Géza Vasas,Varasdi Géza,Vasas,21.6
200 m,M,1956,3,Adamik Zoltán Honvéd,Adamik Zoltán,Honvéd,21.9
200 m,M,1957,1,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,21.4
200 m,M,1957,2,Jakabfy Sándor BEAC,Jakabfy Sándor,BEAC,21.6
200 m,M,1957,3,Csutorás Csaba TFSE,Csutorás Csaba,TFSE,21.7
200 m,M,1958,1,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,21.4
200 m,M,1958,2,Csutorás Csaba TFSE,Csutorás Csaba,TFSE,21.7
